# LFW Attribute Values v1.2 - lfw_attributes.txt - http://www.cs.columbia.edu/CAVE/projects/faceverification
#	person	imagenum	Male	Asian	White	Black	Baby	Child	Youth	Middle Aged	Senior	Black Hair	Blond Hair	Brown Hair	Bald	No Eyewear	Eyeglasses	Sunglasses	Mustache	Smiling	Frowning	Chubby	Blurry	Harsh Lighting	Flash	Soft Lighting	Outdoor	Curly Hair	Wavy Hair	Straight Hair	Receding Hairline	Bangs	Sideburns	Fully Visible Forehead	Partially Visible Forehead	Obstructed Forehead	Bushy Eyebrows	Arched Eyebrows	Narrow Eyes	Eyes Open	Big Nose	Pointy Nose	Big Lips	Mouth Closed	Mouth Slightly Open	Mouth Wide Open	Teeth Not Visible	No Beard	Goatee	Round Jaw	Double Chin	Wearing Hat	Oval Face	Square Face	Round Face	Color Photo	Posed Photo	Attractive Man	Attractive Woman	Indian	Gray Hair	Bags Under Eyes	Heavy Makeup	Rosy Cheeks	Shiny Skin	Pale Skin	5 o' Clock Shadow	Strong Nose-Mouth Lines	Wearing Lipstick	Flushed Face	High Cheekbones	Brown Eyes	Wearing Earrings	Wearing Necktie	Wearing Necklace
Aaron Tippin	1	1.91097047587	-1.48919201623	0.62038775501	-1.16190072851	-1.14546609117	-1.54664068641	-1.55356185131	0.206915094497	-0.659479261834	-1.11710567075	-1.24558729728	0.342866287103	-0.807649196584	0.320039283186	-0.424018153499	-1.54102552236	2.22882089829	-1.2233039495	1.13436368882	0.857194826048	-1.11840988702	0.388748797791	-0.840140915417	0.86272934985	0.361503429995	0.242272251833	-0.0312011737764	-0.202028194621	1.94551519165	-0.335966909699	0.524441403155	1.04226537414	-0.622056990181	-0.322106394684	1.10647254821	-1.0532062417	0.740086146357	0.547203412926	1.17164115345	0.224644753267	0.158398176999	0.0157300670058	-0.945022582325	-0.596312410712	1.09415056741	-2.69170023934	0.899462945946	0.210731174343	0.404481545989	-0.602942531785	-0.647487003687	0.121021313214	-0.529726008648	1.50471369242	-0.865032317385	-0.777742667565	-1.26898320196	-0.270840226978	-0.404998292809	1.12604285694	-1.58628604061	1.19294830879	-0.91256924525	0.66136932143	2.81824265932	0.363107556313	-2.176113029	-1.29929693811	-1.2914665701	1.88403989652	-1.4057839842	0.770558911335	-1.18557795451
Abba Eban	1	0.891375914557	-0.438414896942	-0.0914527694447	-1.73890344946	-1.02498976369	-1.46406302019	-0.720319276338	-0.660455995221	0.422966510905	-0.994337863809	-0.861802436265	-1.478486364	0.0448105537338	-1.83904176807	1.36399991658	-1.05956465772	-0.70842679058	1.04278827177	-0.98595278672	-0.0153609316573	-0.870919159311	0.209451598245	-0.612433165923	0.00251882309448	-0.0262948490311	1.20670676648	-0.469633025301	-0.115298503416	1.5008050425	-1.17389479175	-0.150320718773	1.72087275504	-0.756571281481	-1.15228965656	-0.130447506414	0.306727794753	0.901029316173	0.281118087485	1.52427484244	-0.320513279256	-0.673075801659	-1.95821948401	-0.287538808117	0.606163318738	-1.21070607672	0.650359936463	-0.232447204456	0.209563756799	0.70792595429	-0.347586155312	-0.0079936364637	-0.490397070482	-0.611136529532	3.16645084029	-0.500567849198	-0.935811142063	-1.14465417142	-1.31429320047	-0.0549196310597	0.533673013468	-0.791892348729	1.87283676494	-0.610417622874	1.29485378715	-0.470484159127	0.806376105131	-1.02114567615	1.07103256124	0.00847368381933	0.441744739389	-0.57520943561	0.428244889863	0.049420388338
Abbas Kiarostami	1	0.871569840529	-1.51617620682	0.64171574055	-2.13419240367	-1.69143368081	-0.257611197457	0.302172991847	-0.269922196954	-1.18196140269	-0.761120869759	-0.824003476975	-0.081023219769	-1.53908110906	-1.62854738917	-1.11567601832	0.269286507997	-0.657815381476	-0.220003604065	0.335606759532	-0.515444140262	-0.342746776564	-0.690848932573	-0.95143028883	1.18999185292	0.667284935101	0.668630536958	0.176141790214	-0.496019041524	-0.670529647393	-1.71681456161	0.11457563328	0.934220708861	-1.19054661293	-0.914371795859	0.792239364503	-0.338935554494	-0.0619092436282	0.605807999233	-0.371424388605	1.12699596891	-0.553852068503	-0.24304406686	0.308803472433	-1.49253022286	0.512791790708	-0.052781182933	-0.325670127388	0.401516772572	-0.120068547061	-0.886514828179	-0.140663086256	-0.528673016294	-0.385448430431	2.64398827362	-0.599074975767	-0.241226457923	-0.666817651839	-0.23113889975	-0.861844320229	0.205223954327	-0.77787568237	-0.284548039263	-0.462930862587	-0.470041309647	-0.737104772453	-0.286789408276	-0.662352964507	-1.87035025142	-0.616946048424	0.224201245135	-0.411927187005	-0.164780165468	0.400568232903
Abdel Aziz Al-Hakim	1	1.23939276072	-1.32908595043	-0.188061736155	-1.38147073137	-2.02566749825	-0.881739195987	-0.947920174222	-0.182150050135	-0.773713436631	-0.247106187512	-1.18274717055	-0.245658605848	-0.569221491613	-0.986083943378	-0.794811322566	-0.0577555318804	1.30962157972	-0.546460270784	0.397718061081	-0.26892885556	0.148245568396	-0.105183089781	-0.94345327954	1.4370331664	0.108421461612	-0.424107430289	-0.643489775879	-0.251130479531	0.630584331625	-1.77244420101	0.475204108957	-0.503367866036	-0.202776542894	-1.05296529444	0.798877180979	-0.360937902022	-0.872161888818	0.683151616777	0.659126194994	0.182430337855	0.370684843774	0.407677502382	-0.832745499233	-0.578217787748	0.523623334716	-2.15516603325	1.09497529082	0.188499401232	-0.287330306479	-0.733432655621	-0.684866073324	-0.237793182385	-0.487165419635	1.27271166738	0.0805979164277	-0.30608832021	-0.922502770193	0.691107078649	-0.470507320496	0.527045894256	-1.45173494762	-3.59872316004	-1.03012587757	-0.106570751494	2.49290208915	-0.252225276128	-1.3259136586	-4.64290112818	-1.0595364735	1.29197173384	-0.911306966938	0.430226584054	-0.903648451128
Abdel Madi Shabneh	1	2.43914733339	-2.06641841866	0.307685638589	-1.58152325594	-2.39341413443	-0.766555225848	-0.639659329969	-0.368660630588	-1.11835197288	0.58818942208	-1.29201466807	-0.84482425024	-0.548115052702	1.03575791584	-1.29812402713	-1.16450231922	0.795605360185	-0.870051435634	0.781071595679	-1.32965001655	-1.2943790352	-0.46579468025	-0.333416799559	1.66519703502	-0.21148029953	0.136315383372	-0.85597201413	0.131713690072	-0.826316280069	0.516838203	0.167208969342	-3.31237483562	-1.05028119864	1.11233764628	0.497726748325	-1.119365584	-0.342454444072	1.35966895341	0.21728820892	0.504462842973	-0.660210763614	1.0897436665	-0.673481491504	-1.49480208066	1.38333197273	-0.2024226546	0.352355756351	0.114184354975	-0.791275932222	0.255074420942	0.557832736771	-0.266058766395	-0.712268695398	-1.01919136652	0.815394284194	0.101926415718	-0.0970160463314	-0.825192131265	-0.825661738672	-0.290031617692	-1.61601414656	-4.52794591584	-1.38232094853	2.89904197819	1.17787362008	-0.934873385683	-1.88129170156	-5.65869032542	-1.52928099678	-2.43538106062	-1.04485414766	0.195658995832	-0.790428448494
Abdel Nasser Assidi	1	1.4045579417	-1.63882894202	-0.800496820968	-1.25539730228	-1.96902200922	-1.19388335947	-1.05137584587	0.177449834387	-1.90109219985	-0.521192238922	-0.957521379157	0.180764749199	-0.520257045955	0.409525091308	-0.769705490133	-1.13756829835	1.88732964856	-0.510473663713	0.530131020873	-0.923173945898	-1.15258683864	-0.00823958141827	0.0433785889613	-0.0586713624245	-0.710970582349	-0.705713493723	-0.364026625241	0.916649123234	-0.0712258727002	-1.13935572531	0.0425559434462	1.65183819115	-1.55197270445	-1.29719452501	1.99085146237	0.399498099275	-0.100258346317	0.924119587769	0.249777876912	0.547103452806	0.512728249158	-0.337920921709	-0.544703456828	-1.19365998682	0.211100487404	-2.46858266453	0.891667640648	0.25163705369	-0.381955938707	-1.36739341903	0.32882597405	-0.256287575873	-0.651619506421	2.97546528007	0.766196166051	-0.260736209185	-0.168586071354	0.932792727278	-1.01549138782	-0.215264528258	-0.971811894159	-2.59111733509	-0.381819458049	-1.07208390098	2.0963203343	-1.16494999505	-1.13797177547	-1.63505776839	-0.838414913166	0.95073446275	-0.773625625547	0.495968543952	-0.23804107219
Abdel Nasser Assidi	2	2.48795812162	-1.68056718426	-1.28012472373	-1.20978486707	-2.12741610424	-1.05564812999	-0.848815088273	-0.0164295451853	-1.36150251732	-0.962536779924	-1.13452596294	-0.55290100214	0.0345212626645	1.54721651853	-0.815192657964	-1.03587722924	1.6421592935	-0.838358454344	0.849165432626	-0.885265070612	-1.0601022177	0.553237870967	-0.0296084677213	-0.615971858702	-1.13061344978	0.330206994429	-0.171509650462	0.21142414551	0.627917759517	-0.725291477716	0.00366319025998	1.82031052421	-1.10228710788	-0.644478286135	1.55245918191	0.24976444519	-1.88921647858	0.791654730316	0.904941469512	0.157791228571	0.999309506631	1.47402313788	-0.555297235206	-0.880757018866	0.608387520012	-1.97724054953	0.761039401045	0.179053872353	-0.646204407476	-0.963426624687	0.101484889784	-0.35557380553	-0.814563883455	4.57098138496	-0.231645778623	0.0669113567638	-0.601455438399	1.02259922283	-0.832230498803	0.27250088721	-1.04316277008	-2.25205893612	-0.064622324151	-1.68041140791	2.47044698937	-0.920717315905	-1.07260147558	-0.168948185552	-0.932072953811	1.25316086573	-1.15104405026	-0.270534283079	-0.484823312587
Abdoulaye Wade	1	1.0250397355	-0.879030912868	-1.93078231164	1.99412788185	-2.14276680474	-1.10701389233	-0.999328114364	-0.231514101969	-0.43863649897	-1.69409647039	-0.764420910414	-1.45847169961	0.940839409612	-0.585138597901	0.913058263186	-1.08569149029	-0.109287101606	-1.21365997426	1.34842080247	-0.908647523452	-0.668210771836	0.277469658222	-0.54466601281	-0.628017067792	-0.00606288730805	-0.502937820949	0.0892262395989	0.834817132045	1.18322619105	0.0163789043619	-0.181891613107	-0.787454595887	-0.583570140463	-0.064427293785	0.744772719554	-0.671714511448	-0.35937984996	0.427478319855	1.27965727581	-0.416345952722	1.20485459621	-1.53760824155	-0.345581842137	-0.20852715803	0.108299354917	0.531188569094	-0.164270152824	0.211938127975	-0.459895620564	0.820808395598	0.26202445129	-0.393846052662	-0.619541192698	6.79780997011	-0.424883587071	-0.854077364074	-0.636677053531	-1.00228604322	-0.45748886153	0.549491439529	-1.12404518296	-4.80270624363	-0.590184002846	-3.5790255122	0.355360428197	0.39337153912	-1.25917509715	-4.10532502366	-0.325684212114	0.418753497445	-0.837374584647	0.575983871725	-0.888422014777
Abdoulaye Wade	2	1.3984448685	-0.82392317778	-0.603755571734	1.43732959229	-2.93870010334	-1.54387286622	-0.465200699534	-0.406288044321	-0.00138542741172	-0.389249049717	-0.911428409185	-0.307880536922	0.103696604118	-0.212877930695	-0.636129197342	-0.618518888587	-0.502149344171	0.931948301999	-1.26366508898	-2.36209193044	-0.113622902292	1.95272520729	-0.678797711035	-0.738982310927	0.573244296058	0.228202118848	0.0346814628334	-0.90054806308	0.051104684663	0.215244122186	-0.188959274663	0.759192717864	-0.0767566694937	0.152431608489	0.843448454483	-0.805292915705	-1.3756745504	0.167474318157	1.53528880001	-0.605547592958	0.738224626342	-0.7059123147	0.328182873472	-1.18225543732	-0.629077141025	-0.452406342521	-0.00641652379498	0.179629095883	-0.799771254617	-0.202146557223	0.244935113049	-0.248473596061	-0.75224468458	1.18524102628	-0.31698022297	-0.65654082325	-0.285652161687	-1.40863554154	-0.529731214161	0.830806398146	-1.30306600751	-2.15292036597	0.0375746825191	-2.60907361739	0.696206788987	0.825721613341	-1.11292647674	-2.89826506231	0.719458720695	1.30887122034	-0.745990365402	0.571708219108	-0.0728103219821
Abdoulaye Wade	3	0.0128328050531	-1.00466243559	0.561337482385	-1.65627126958	-1.07026164417	-0.00574445995967	-1.40782841802	-0.517409623276	-0.263906800144	-0.667054228051	-0.635078434904	1.49312254226	-0.26460638959	-0.561830775183	-1.60764321995	-0.299739517665	-0.466250782953	-0.358615714426	0.448626870035	-0.762369528215	1.17788028134	0.77597360958	-0.966366635594	0.967737610105	0.868078859877	0.0241205481013	0.0237947889447	-0.280417023722	0.258468083781	-0.221704437917	-0.0673816931465	-0.62563589969	-0.258179635555	-0.654854922252	0.255594799383	-1.09714110027	1.09418849269	0.194684361591	-0.0454637147411	0.188983193133	-0.0224534844671	0.338396025173	-1.09419781255	-0.39546427554	0.688404624193	0.498789623515	-0.377051294254	0.255785371495	-0.206242867619	-0.690965251616	-0.0617740660758	-0.778500856557	-0.278680594449	1.78710885991	-1.21959101139	-0.305566744107	-0.585160885452	-0.861597748574	-0.588243998273	-0.480664659654	-0.231948467094	-0.910492681	-0.640965161953	-0.555133068178	0.013286967724	-0.0623114369554	-0.38230448728	-2.38477998097	-0.985571652784	1.09593944091	-0.519191125126	-1.186806716	-1.19491627865
Abdoulaye Wade	4	1.2138554721	-1.29685287225	-1.13271119139	0.963419633179	-1.80955750081	-0.981381738935	-0.690479325806	-0.456392462394	-0.0359303399808	-1.25017087111	-0.847775606097	0.00369161564145	0.216865744355	0.952793714375	-0.892703710972	-0.984877762945	-0.319098979069	-0.270759633675	0.144943615242	-2.07317625478	-0.06534524371	1.63881545901	0.322440258563	-0.399183235933	-0.235677483769	-1.02423439089	-0.108988124138	1.39089733291	1.13465196441	-0.219886356507	0.158079420244	0.817975140087	-0.453691323106	-0.634177287697	0.369415448748	-0.785564852196	0.119302289485	0.0843055907812	2.152709398	0.124077818135	0.752906089733	0.165665112338	-0.322103854207	-0.777275944045	-0.283454574359	0.419788383054	0.168378199205	0.119336670707	-1.04322939475	-0.724730428366	0.947930675527	-0.507787995448	-1.34286177547	-0.581793330929	-0.535857018531	-0.899430326267	-0.480454768889	-1.4696227967	-0.189018467228	0.584562725337	-1.56541664611	-4.38627265849	0.772628724234	-3.72454361504	0.340417841062	0.612165978027	-1.12510960867	-2.91678988608	0.295672343351	0.690055187747	-0.755771081257	0.887978605917	-0.51004804786
Abdulaziz Kamilov	1	0.752832992637	-1.24478975658	0.0272483487316	-2.23698157569	-2.80370117647	-1.77922871274	-1.9372877248	-0.135500828149	0.571760000619	-1.12449785168	-1.50861910882	-0.137665859818	-0.948717287987	0.842978247603	-1.44709708462	-1.40570816432	-0.505182325334	-0.283674909605	0.52965182974	1.53670953913	-0.586761937512	-0.635459260924	-0.0616553663811	0.0975009820867	-1.09126194499	0.245093672541	0.61555727792	-0.489732883721	1.29653199237	-1.38644544874	-0.0145628034028	1.22614276681	-0.918124579457	-1.31581743171	0.0938414733804	-1.83928512861	-0.011026541749	2.47540371951	0.268490533059	-0.099073648043	-1.07340900025	0.711900972814	-0.888710558264	-1.2155289005	0.735761549238	0.0593994316948	0.340950401266	0.170087922792	0.987591795447	-0.937739868757	-0.851101170452	-0.210654574128	-0.0874907416377	6.31760937533	1.18445085087	-0.178911368293	-1.29894172622	-0.498690923127	0.191086936772	0.926654118452	-1.28218973234	0.150874280974	-0.66301983096	-0.78259440477	-0.690845590412	0.767847429815	-0.763919402048	-1.07992239057	-0.710393077012	0.549322087025	-0.996367576978	1.19809384346	-1.01039139825
